date,precipitation,temp_max,temp_min,wind,weather,temp_avg,year,month,day,season,temp_avg_imp,precip_imp,temp_avg_7d,precip_7d
2013-03-15,0,14.4,8.9,4.3,rain,11.65,2013,3,15,Spring,11.65,0,9.328571428571427,9.2
2013-03-16,4.3,10.6,4.4,6.4,rain,7.5,2013,3,16,Spring,7.5,4.3,9.407142857142858,13.5
2013-03-17,0,8.9,3.9,6.1,sun,6.4,2013,3,17,Spring,6.4,0,9.485714285714286,12.7
2013-03-18,0,11.7,3.9,5.9,rain,7.8,2013,3,18,Spring,7.8,0,9.407142857142858,11.399999999999999
2013-03-19,11.7,12.8,1.7,3.4,rain,7.25,2013,3,19,Spring,7.25,11.7,8.814285714285715,21.099999999999998
2013-03-20,9.9,11.1,4.4,7.6,rain,7.75,2013,3,20,Spring,7.75,9.9,8.414285714285715,28.7
2013-03-21,8.1,10,2.2,4.9,snow,6.1,2013,3,21,Spring,6.1,8.1,7.778571428571429,34
2013-03-22,0,9.4,0.6,2.2,sun,5,2013,3,22,Spring,5,0,6.828571428571428,34
2013-03-23,0,10,1.1,2.6,sun,5.55,2013,3,23,Spring,5.55,0,6.55,29.7
2013-03-24,0,12.2,0.6,2.1,sun,6.3999999999999995,2013,3,24,Spring,6.3999999999999995,0,6.55,29.7
2013-03-25,0,16.7,4.4,2.8,sun,10.55,2013,3,25,Spring,10.55,0,6.942857142857143,29.7
2013-03-26,0,16.7,6.1,1.7,sun,11.399999999999999,2013,3,26,Spring,11.399999999999999,0,7.535714285714286,18
2013-03-27,0.3,13.3,7.2,1.6,rain,10.25,2013,3,27,Spring,10.25,0.3,7.892857142857143,8.4
2013-03-28,2,16.1,8.3,1.3,rain,12.200000000000001,2013,3,28,Spring,12.200000000000001,2,8.764285714285714,2.3000000000000007
2013-03-29,0,18.3,7.8,2.5,rain,13.05,2013,3,29,Spring,13.05,0,9.914285714285715,2.3000000000000007
2013-03-30,0,20,5.6,4.4,drizzle,12.8,2013,3,30,Spring,12.8,0,10.950000000000001,2.3000000000000007
2013-03-31,0,20.6,6.7,2.9,sun,13.65,2013,3,31,Spring,13.65,0,11.985714285714286,2.3000000000000007
2013-04-01,0,17.2,8.3,3.6,sun,12.75,2013,4,1,Spring,12.75,0,12.3,2.3000000000000007
2013-04-02,0,13.9,8.9,2.2,sun,11.4,2013,4,2,Spring,11.4,0,12.3,2.3000000000000007
2013-04-03,0,16.7,7.8,1.6,sun,12.25,2013,4,3,Spring,12.25,0,12.585714285714287,2.0000000000000004
2013-04-04,8.4,14.4,10,3,rain,12.2,2013,4,4,Spring,12.2,8.4,12.585714285714287,8.4
2013-04-05,18.5,13.9,10,5.6,rain,11.95,2013,4,5,Spring,11.95,18.5,12.428571428571429,26.900000000000002
2013-04-06,12.7,12.2,7.2,5,rain,9.7,2013,4,6,Spring,9.7,12.7,11.985714285714286,39.6
2013-04-07,39.1,8.3,5,3.9,rain,6.65,2013,4,7,Spring,6.65,39.1,10.985714285714286,78.7
2013-04-08,0.8,13.3,6.1,3.1,rain,9.7,2013,4,8,Spring,9.7,0.8,10.549999999999999,79.5
2013-04-09,0,12.2,6.1,2.4,sun,9.149999999999999,2013,4,9,Spring,9.149999999999999,0,10.228571428571428,79.5
2013-04-10,9.4,15,8.9,6.4,rain,11.95,2013,4,10,Spring,11.95,9.4,10.185714285714285,88.9
2013-04-11,1.5,12.2,6.7,3.8,rain,9.45,2013,4,11,Spring,9.45,1.5,9.792857142857143,82
2013-04-12,9.7,7.8,4.4,4.6,rain,6.1,2013,4,12,Spring,6.1,9.7,8.957142857142857,73.2
2013-04-13,9.4,10.6,3.3,5.7,rain,6.949999999999999,2013,4,13,Spring,6.949999999999999,9.4,8.564285714285713,69.9
2013-04-14,5.8,12.8,4.4,2.3,rain,8.600000000000001,2013,4,14,Spring,8.600000000000001,5.8,8.842857142857143,36.599999999999994
2013-04-15,0,13.9,4.4,2.4,fog,9.15,2013,4,15,Spring,9.15,0,8.764285714285714,35.8
2013-04-16,0.3,13.9,3.3,2.6,rain,8.6,2013,4,16,Spring,8.6,0.3,8.685714285714285,36.099999999999994
2013-04-17,0,15,3.9,3.3,drizzle,9.45,2013,4,17,Spring,9.45,0,8.328571428571427,26.699999999999996
2013-04-18,5.3,11.7,6.7,4,rain,9.2,2013,4,18,Spring,9.2,5.3,8.292857142857143,30.499999999999996
2013-04-19,20.6,13.3,9.4,4.9,rain,11.350000000000001,2013,4,19,Spring,11.350000000000001,20.6,9.042857142857143,41.4
2013-04-20,0,13.9,8.3,5.8,sun,11.100000000000001,2013,4,20,Spring,11.100000000000001,0,9.635714285714286,32
2013-04-21,3.3,12.2,6.7,4.1,rain,9.45,2013,4,21,Spring,9.45,3.3,9.757142857142856,29.5
2013-04-22,0,16.1,5,4.3,sun,10.55,2013,4,22,Spring,10.55,0,9.957142857142857,29.5
2013-04-23,0,17.8,3.9,2.8,sun,10.85,2013,4,23,Spring,10.85,0,10.278571428571428,29.2
2013-04-24,0,21.1,6.1,3,sun,13.600000000000001,2013,4,24,Spring,13.600000000000001,0,10.871428571428572,29.2
2013-04-25,0,21.7,6.7,1.1,sun,14.2,2013,4,25,Spring,14.2,0,11.585714285714287,23.9
2013-04-26,0,20.6,8.3,2.2,fog,14.450000000000001,2013,4,26,Spring,14.450000000000001,0,12.028571428571428,3.2999999999999976
2013-04-27,0,13.9,10.6,5.9,sun,12.25,2013,4,27,Spring,12.25,0,12.192857142857145,3.2999999999999976
2013-04-28,1,15,9.4,5.2,rain,12.2,2013,4,28,Spring,12.2,1,12.585714285714287,0.9999999999999979
2013-04-29,3.8,13.9,6.7,4.2,rain,10.3,2013,4,29,Spring,10.3,3.8,12.55,4.799999999999998
2013-04-30,0,12.8,4.4,2.4,sun,8.600000000000001,2013,4,30,Spring,8.600000000000001,0,12.22857142857143,4.799999999999998
2013-05-01,0,18.3,3.3,3.1,sun,10.8,2013,5,1,Spring,10.8,0,11.828571428571427,4.799999999999998
2013-05-02,0,20.6,6.7,4,sun,13.65,2013,5,2,Spring,13.65,0,11.75,4.799999999999998
2013-05-03,0,21.7,9.4,4.9,sun,15.55,2013,5,3,Spring,15.55,0,11.907142857142858,4.799999999999998
2013-05-04,0,25,11.1,6.5,sun,18.05,2013,5,4,Spring,18.05,0,12.735714285714286,4.799999999999998
2013-05-05,0,28.9,11.7,5.3,sun,20.299999999999997,2013,5,5,Spring,20.299999999999997,0,13.892857142857142,3.7999999999999976
2013-05-06,0,30.6,12.2,2,sun,21.4,2013,5,6,Spring,21.4,0,15.478571428571428,-2.1094237467877974e-15
2013-05-07,0,20.6,11.1,3.3,sun,15.850000000000001,2013,5,7,Spring,15.850000000000001,0,16.514285714285712,-2.1094237467877974e-15
2013-05-08,0,19.4,11.1,1.9,sun,15.25,2013,5,8,Spring,15.25,0,17.15,-2.1094237467877974e-15
2013-05-09,0,22.8,10,1.3,sun,16.4,2013,5,9,Spring,16.4,0,17.54285714285714,-2.1094237467877974e-15
2013-05-10,0,26.1,9.4,1,sun,17.75,2013,5,10,Spring,17.75,0,17.857142857142858,-2.1094237467877974e-15
2013-05-11,0,27.2,12.2,2.6,sun,19.7,2013,5,11,Spring,19.7,0,18.09285714285714,-2.1094237467877974e-15
2013-05-12,6.6,21.7,13.9,3.9,rain,17.8,2013,5,12,Spring,17.8,6.6,17.735714285714288,6.599999999999998
2013-05-13,3.3,18.9,9.4,5,rain,14.149999999999999,2013,5,13,Spring,14.149999999999999,3.3,16.7,9.899999999999997
2013-05-14,0,18.3,7.8,2.4,sun,13.05,2013,5,14,Spring,13.05,0,16.3,9.899999999999997
2013-05-15,1,17.2,8.9,2.3,rain,13.05,2013,5,15,Spring,13.05,1,15.985714285714286,10.899999999999997
2013-05-16,0,21.7,12.2,2.7,fog,16.95,2013,5,16,Spring,16.95,0,16.064285714285713,10.899999999999997
2013-05-17,0.5,17.2,11.7,3.7,rain,14.45,2013,5,17,Spring,14.45,0.5,15.592857142857143,11.399999999999997
2013-05-18,0,16.7,11.1,2.9,sun,13.899999999999999,2013,5,18,Spring,13.899999999999999,0,14.764285714285714,11.399999999999997
2013-05-19,0,18.3,10.6,2.3,sun,14.45,2013,5,19,Spring,14.45,0,14.285714285714286,4.799999999999998
2013-05-20,0,19.4,9.4,1.8,sun,14.399999999999999,2013,5,20,Spring,14.399999999999999,0,14.321428571428571,1.4999999999999978
2013-05-21,13.7,15.6,8.3,4.8,rain,11.95,2013,5,21,Spring,11.95,13.7,14.164285714285713,15.199999999999998
2013-05-22,13.7,11.1,7.2,3,rain,9.15,2013,5,22,Spring,9.15,13.7,13.607142857142858,27.899999999999995
2013-05-23,4.1,12.2,6.7,1.9,rain,9.45,2013,5,23,Spring,9.45,4.1,12.535714285714286,31.999999999999996
2013-05-24,0.3,16.7,8.9,2.7,rain,12.8,2013,5,24,Spring,12.8,0.3,12.299999999999999,31.799999999999997
2013-05-25,0,17.8,10,2.7,sun,13.9,2013,5,25,Spring,13.9,0,12.299999999999999,31.799999999999997
2013-05-26,1.5,18.3,10.6,2.2,rain,14.45,2013,5,26,Spring,14.45,1.5,12.299999999999999,33.3
2013-05-27,9.7,16.7,11.1,3.1,rain,13.899999999999999,2013,5,27,Spring,13.899999999999999,9.7,12.228571428571428,42.99999999999999
2013-05-28,0.5,17.2,11.7,2.8,rain,14.45,2013,5,28,Spring,14.45,0.5,12.585714285714285,29.799999999999997
2013-05-29,5.6,16.1,9.4,4,rain,12.75,2013,5,29,Spring,12.75,5.6,13.1,21.699999999999996
2013-05-30,0,16.7,9.4,5.3,sun,13.05,2013,5,30,Spring,13.05,0,13.614285714285714,17.599999999999998
2013-05-31,0,19.4,11.1,2.5,sun,15.25,2013,5,31,Spring,15.25,0,13.964285714285714,17.299999999999997
2013-06-01,0,22.8,12.2,2.5,sun,17.5,2013,6,1,Summer,17.5,0,14.478571428571428,17.299999999999997
2013-06-02,1,20.6,12.2,3.1,rain,16.4,2013,6,2,Summer,16.4,1,14.757142857142856,16.799999999999997
2013-06-03,0,22.2,11.1,2.9,sun,16.65,2013,6,3,Summer,16.65,0,15.15,7.099999999999998
2013-06-04,0,26.1,12.2,3.4,sun,19.15,2013,6,4,Summer,19.15,0,15.821428571428571,6.599999999999998
2013-06-05,0,26.7,14.4,3.1,sun,20.55,2013,6,5,Summer,20.55,0,16.935714285714287,0.9999999999999979
2013-06-06,0,26.7,12.2,2.5,sun,19.45,2013,6,6,Summer,19.45,0,17.85,0.9999999999999979
2013-06-07,0,21.7,13.3,3.2,sun,17.5,2013,6,7,Summer,17.5,0,18.17142857142857,0.9999999999999979
2013-06-08,0,20.6,12.8,3.1,sun,16.700000000000003,2013,6,8,Summer,16.700000000000003,0,18.057142857142857,0.9999999999999979
2013-06-09,0,20.6,11.1,3.7,sun,15.850000000000001,2013,6,9,Summer,15.850000000000001,0,17.97857142857143,-2.1094237467877974e-15
2013-06-10,0,21.7,11.7,3.2,sun,16.7,2013,6,10,Summer,16.7,0,17.985714285714288,-2.1094237467877974e-15
2013-06-11,0,20,10,5.7,sun,15,2013,6,11,Summer,15,0,17.392857142857142,-2.1094237467877974e-15
2013-06-12,0.3,20.6,11.7,4.2,rain,16.15,2013,6,12,Summer,16.15,0.3,16.764285714285716,0.2999999999999979
2013-06-13,0,21.1,11.7,2.6,sun,16.4,2013,6,13,Summer,16.4,0,16.32857142857143,0.2999999999999979
2013-06-14,0,20,12.2,3.7,sun,16.1,2013,6,14,Summer,16.1,0,16.12857142857143,0.2999999999999979
2013-06-15,0,25.6,10,2.9,sun,17.8,2013,6,15,Summer,17.8,0,16.285714285714285,0.2999999999999979
2013-06-16,0,23.9,12.8,3.4,sun,18.35,2013,6,16,Summer,18.35,0,16.642857142857142,0.2999999999999979
2013-06-17,0,25.6,13.9,3,sun,19.75,2013,6,17,Summer,19.75,0,17.07857142857143,0.2999999999999979
2013-06-18,0.3,23.3,13.3,3.4,rain,18.3,2013,6,18,Summer,18.3,0.3,17.55,0.5999999999999979
2013-06-19,0,20,12.8,3.7,sun,16.4,2013,6,19,Summer,16.4,0,17.585714285714285,0.2999999999999979
2013-06-20,3,17.2,12.8,5,rain,15,2013,6,20,Summer,15,3,17.385714285714286,3.299999999999998
2013-06-21,0.3,20.6,12.2,1.5,rain,16.4,2013,6,21,Summer,16.4,0.3,17.428571428571427,3.599999999999998
2013-06-22,0,25.6,11.7,1.7,sun,18.65,2013,6,22,Summer,18.65,0,17.55,3.599999999999998
2013-06-23,7.9,22.2,15,2.1,rain,18.6,2013,6,23,Summer,18.6,7.9,17.585714285714285,11.499999999999998
2013-06-24,4.8,21.1,13.9,3.7,rain,17.5,2013,6,24,Summer,17.5,4.8,17.264285714285712,16.299999999999997
2013-06-25,9.9,23.3,14.4,2.8,rain,18.85,2013,6,25,Summer,18.85,9.9,17.342857142857145,25.9
2013-06-26,2,22.2,15,2.3,rain,18.6,2013,6,26,Summer,18.6,2,17.65714285714286,27.9
2013-06-27,3.6,21.1,16.7,1.3,rain,18.9,2013,6,27,Summer,18.9,3.6,18.214285714285715,28.499999999999996
2013-06-28,0,30.6,16.1,2.2,sun,23.35,2013,6,28,Summer,23.35,0,19.20714285714286,28.2
2013-06-29,0,30,18.3,1.7,sun,24.15,2013,6,29,Summer,24.15,0,19.992857142857144,28.2
2013-06-30,0,33.9,17.2,2.5,sun,25.549999999999997,2013,6,30,Summer,25.549999999999997,0,20.985714285714288,20.299999999999997
2013-07-01,0,31.7,18.3,2.3,sun,25,2013,7,1,Summer,25,0,22.057142857142857,15.499999999999998
2013-07-02,0,28.3,15.6,3,sun,21.95,2013,7,2,Summer,21.95,0,22.5,5.599999999999997
2013-07-03,0,26.1,16.7,3.2,sun,21.4,2013,7,3,Summer,21.4,0,22.9,3.5999999999999974
2013-07-04,0,21.7,13.9,2.2,fog,17.8,2013,7,4,Summer,17.8,0,22.74285714285714,-2.831068712794149e-15
2013-07-05,0,23.3,13.9,2.6,sun,18.6,2013,7,5,Summer,18.6,0,22.064285714285713,-2.831068712794149e-15
2013-07-06,0,26.1,13.3,2.2,sun,19.700000000000003,2013,7,6,Summer,19.700000000000003,0,21.428571428571427,-2.831068712794149e-15
2013-07-07,0,23.9,13.9,2.9,sun,18.9,2013,7,7,Summer,18.9,0,20.478571428571428,-2.831068712794149e-15
2013-07-08,0,26.7,13.3,2.8,sun,20,2013,7,8,Summer,20,0,19.764285714285712,-2.831068712794149e-15
2013-07-09,0,30,15,2.5,sun,22.5,2013,7,9,Summer,22.5,0,19.842857142857145,-2.831068712794149e-15
2013-07-10,0,22.2,13.9,2.6,sun,18.05,2013,7,10,Summer,18.05,0,19.364285714285717,-2.831068712794149e-15
2013-07-11,0,22.8,12.2,3,sun,17.5,2013,7,11,Summer,17.5,0,19.321428571428573,-2.831068712794149e-15
2013-07-12,0,19.4,13.3,2.2,sun,16.35,2013,7,12,Summer,16.35,0,19,-2.831068712794149e-15
2013-07-13,0,26.1,11.1,3.1,sun,18.6,2013,7,13,Summer,18.6,0,18.842857142857145,-2.831068712794149e-15
2013-07-14,0,27.8,12.8,3,sun,20.3,2013,7,14,Summer,20.3,0,19.042857142857144,-2.831068712794149e-15
2013-07-15,0,27.8,14.4,4.6,sun,21.1,2013,7,15,Summer,21.1,0,19.2,-2.831068712794149e-15
2013-07-16,0,31.1,18.3,4.1,sun,24.700000000000003,2013,7,16,Summer,24.700000000000003,0,19.514285714285716,-2.831068712794149e-15
2013-07-17,0,22.2,15,3.7,sun,18.6,2013,7,17,Summer,18.6,0,19.592857142857145,-2.831068712794149e-15
2013-07-18,0,26.1,13.9,2,sun,20,2013,7,18,Summer,20,0,19.95,-2.831068712794149e-15
2013-07-19,0,27.8,13.3,1.9,sun,20.55,2013,7,19,Summer,20.55,0,20.550000000000004,-2.831068712794149e-15
2013-07-20,0,25,13.3,2,sun,19.15,2013,7,20,Summer,19.15,0,20.62857142857143,-2.831068712794149e-15
2013-07-21,0,23.9,12.8,2.3,sun,18.35,2013,7,21,Summer,18.35,0,20.35,-2.831068712794149e-15
2013-07-22,0,26.1,13.3,2.4,fog,19.700000000000003,2013,7,22,Summer,19.700000000000003,0,20.150000000000002,-2.831068712794149e-15
2013-07-23,0,31.1,13.9,3,sun,22.5,2013,7,23,Summer,22.5,0,19.835714285714285,-2.831068712794149e-15
2013-07-24,0,31.1,14.4,2.5,sun,22.75,2013,7,24,Summer,22.75,0,20.428571428571427,-2.831068712794149e-15
2013-07-25,0,31.1,12.8,2.3,sun,21.950000000000003,2013,7,25,Summer,21.950000000000003,0,20.70714285714286,-2.831068712794149e-15
2013-07-26,0,31.1,14.4,2.9,sun,22.75,2013,7,26,Summer,22.75,0,21.021428571428572,-2.831068712794149e-15
2013-07-27,0,25.6,12.8,2.6,sun,19.200000000000003,2013,7,27,Summer,19.200000000000003,0,21.028571428571432,-2.831068712794149e-15
2013-07-28,0,21.1,12.2,3.4,fog,16.65,2013,7,28,Summer,16.65,0,20.785714285714285,-2.831068712794149e-15
2013-07-29,0,25,13.3,1.4,sun,19.15,2013,7,29,Summer,19.15,0,20.70714285714286,-2.831068712794149e-15
2013-07-30,0,25,13.3,2.8,sun,19.15,2013,7,30,Summer,19.15,0,20.228571428571428,-2.831068712794149e-15
2013-07-31,0,21.7,13.3,1.8,sun,17.5,2013,7,31,Summer,17.5,0,19.478571428571428,-2.831068712794149e-15
2013-08-01,0,20.6,13.3,3.9,sun,16.950000000000003,2013,8,1,Summer,16.950000000000003,0,18.764285714285712,-2.831068712794149e-15
2013-08-02,2,17.2,15,2,rain,16.1,2013,8,2,Summer,16.1,2,17.814285714285713,1.9999999999999971
2013-08-03,0,25,15.6,2.4,fog,20.3,2013,8,3,Summer,20.3,0,17.97142857142857,1.9999999999999971
2013-08-04,0,28.9,15,3.4,sun,21.95,2013,8,4,Summer,21.95,0,18.728571428571428,1.9999999999999971
2013-08-05,0,30,15,2.1,sun,22.5,2013,8,5,Summer,22.5,0,19.20714285714286,1.9999999999999971
2013-08-06,0,30.6,13.9,1.4,sun,22.25,2013,8,6,Summer,22.25,0,19.650000000000002,1.9999999999999971
2013-08-07,0,31.1,13.9,1.9,sun,22.5,2013,8,7,Summer,22.5,0,20.364285714285717,1.9999999999999971
2013-08-08,0,28.3,14.4,2.5,sun,21.35,2013,8,8,Summer,21.35,0,20.992857142857144,1.9999999999999971
2013-08-09,0,28.3,14.4,2.1,sun,21.35,2013,8,9,Summer,21.35,0,21.742857142857144,-2.831068712794149e-15
2013-08-10,2.3,25.6,15,2.9,rain,20.3,2013,8,10,Summer,20.3,2.3,21.742857142857144,2.299999999999997
2013-08-11,0,25,14.4,2.9,sun,19.7,2013,8,11,Summer,19.7,0,21.421428571428574,2.299999999999997
2013-08-12,0,25.6,16.1,1.9,sun,20.85,2013,8,12,Summer,20.85,0,21.185714285714287,2.299999999999997
2013-08-13,0,27.8,15,1.8,sun,21.4,2013,8,13,Summer,21.4,0,21.064285714285717,2.299999999999997
2013-08-14,0.8,27.2,15,2,rain,21.1,2013,8,14,Summer,21.1,0.8,20.864285714285717,3.099999999999997
2013-08-15,1.8,21.1,17.2,1,rain,19.15,2013,8,15,Summer,19.15,1.8,20.55,4.899999999999997
2013-08-16,0,28.9,16.1,2.2,fog,22.5,2013,8,16,Summer,22.5,0,20.714285714285715,4.899999999999997
2013-08-17,0,25.6,17.2,3,sun,21.4,2013,8,17,Summer,21.4,0,20.87142857142857,2.5999999999999974
2013-08-18,0,26.1,15.6,3.1,sun,20.85,2013,8,18,Summer,20.85,0,21.035714285714285,2.5999999999999974
2013-08-19,0,26.7,15.6,3,sun,21.15,2013,8,19,Summer,21.15,0,21.07857142857143,2.5999999999999974
2013-08-20,0,25.6,16.1,4.6,sun,20.85,2013,8,20,Summer,20.85,0,21,2.5999999999999974
2013-08-21,0,27.8,15,4.3,sun,21.4,2013,8,21,Summer,21.4,0,21.042857142857144,1.7999999999999972
2013-08-22,0,28.9,15,1.9,sun,21.95,2013,8,22,Summer,21.95,0,21.442857142857143,-2.831068712794149e-15
2013-08-23,0,25,16.1,4.1,sun,20.55,2013,8,23,Summer,20.55,0,21.164285714285715,-2.831068712794149e-15
2013-08-24,0,25,16.7,2.7,sun,20.85,2013,8,24,Summer,20.85,0,21.085714285714285,-2.831068712794149e-15
2013-08-25,0.3,22.2,16.1,2.6,rain,19.15,2013,8,25,Summer,19.15,0.3,20.842857142857145,0.29999999999999716
2013-08-26,1,24.4,16.1,1.9,rain,20.25,2013,8,26,Summer,20.25,1,20.714285714285715,1.2999999999999972
2013-08-27,1.3,26.7,17.2,1.4,rain,21.95,2013,8,27,Summer,21.95,1.3,20.87142857142857,2.599999999999997
2013-08-28,5.6,26.7,15.6,1.3,rain,21.15,2013,8,28,Summer,21.15,5.6,20.835714285714285,8.199999999999998
2013-08-29,19.3,23.9,18.3,3,rain,21.1,2013,8,29,Summer,21.1,19.3,20.714285714285715,27.499999999999996
2013-08-30,0,26.1,16.1,2.9,sun,21.1,2013,8,30,Summer,21.1,0,20.792857142857144,27.499999999999996
2013-08-31,0,27.8,13.9,2.6,sun,20.85,2013,8,31,Summer,20.85,0,20.792857142857144,27.499999999999996
2013-09-01,0,27.8,15.6,2.5,sun,21.7,2013,9,1,Autumn,21.7,0,21.157142857142855,27.2
2013-09-02,0,27.8,17.2,2.1,sun,22.5,2013,9,2,Autumn,22.5,0,21.478571428571428,26.2
2013-09-03,2.3,25,16.7,1.7,rain,20.85,2013,9,3,Autumn,20.85,2.3,21.321428571428573,27.199999999999996
2013-09-04,0.3,22.8,16.1,2.4,rain,19.450000000000003,2013,9,4,Autumn,19.450000000000003,0.3,21.07857142857143,21.9
2013-09-05,27.7,20,15.6,2.5,rain,17.8,2013,9,5,Autumn,17.8,27.7,20.607142857142858,30.299999999999997
2013-09-06,21.3,21.7,16.1,2.6,rain,18.9,2013,9,6,Autumn,18.9,21.3,20.292857142857144,51.599999999999994
2013-09-07,0,23.3,17.2,2,sun,20.25,2013,9,7,Autumn,20.25,0,20.20714285714286,51.599999999999994
2013-09-08,0,26.7,14.4,1.5,fog,20.55,2013,9,8,Autumn,20.55,0,20.042857142857144,51.599999999999994
2013-09-09,0,26.1,13.9,2.1,sun,20,2013,9,9,Autumn,20,0,19.685714285714287,51.599999999999994
2013-09-10,0,26.7,15,3.7,sun,20.85,2013,9,10,Autumn,20.85,0,19.685714285714287,49.3
2013-09-11,0,33.9,16.1,2.4,sun,25,2013,9,11,Autumn,25,0,20.478571428571428,49
2013-09-12,0,25.6,15,1.7,sun,20.3,2013,9,12,Autumn,20.3,0,20.835714285714285,21.299999999999997
2013-09-13,0,18.9,15.6,2,sun,17.25,2013,9,13,Autumn,17.25,0,20.6,-2.9976021664879227e-15
2013-09-14,0,21.7,15.6,1.4,fog,18.65,2013,9,14,Autumn,18.65,0,20.37142857142857,-2.9976021664879227e-15
2013-09-15,3.3,18.9,14.4,2.2,rain,16.65,2013,9,15,Autumn,16.65,3.3,19.814285714285713,3.2999999999999967
2013-09-16,0.3,21.7,15,4.3,rain,18.35,2013,9,16,Autumn,18.35,0.3,19.57857142857143,3.599999999999997
2013-09-17,0,17.8,13.9,2.3,sun,15.850000000000001,2013,9,17,Autumn,15.850000000000001,0,18.864285714285717,3.599999999999997
2013-09-18,0,21.1,13.3,2.5,sun,17.200000000000003,2013,9,18,Autumn,17.200000000000003,0,17.75,3.599999999999997
2013-09-19,0,25.6,10,1.5,sun,17.8,2013,9,19,Autumn,17.8,0,17.392857142857142,3.599999999999997
2013-09-20,3.6,23.3,13.3,3,rain,18.3,2013,9,20,Autumn,18.3,3.6,17.542857142857144,7.199999999999997
2013-09-21,0,21.1,13.3,2.5,sun,17.200000000000003,2013,9,21,Autumn,17.200000000000003,0,17.335714285714285,7.199999999999997
2013-09-22,13.5,17.2,13.3,5.5,rain,15.25,2013,9,22,Autumn,15.25,13.5,17.13571428571429,17.399999999999995
2013-09-23,2.8,16.1,11.1,4.5,rain,13.600000000000001,2013,9,23,Autumn,13.600000000000001,2.8,16.45714285714286,19.899999999999995
2013-09-24,0,17.8,10,2.6,sun,13.9,2013,9,24,Autumn,13.9,0,16.17857142857143,19.899999999999995
2013-09-25,2,16.1,9.4,3,rain,12.75,2013,9,25,Autumn,12.75,2,15.542857142857144,21.899999999999995
2013-09-26,0,17.2,7.2,2.2,sun,12.2,2013,9,26,Autumn,12.2,0,14.742857142857144,21.899999999999995
2013-09-27,1,13.9,10.6,4.3,rain,12.25,2013,9,27,Autumn,12.25,1,13.87857142857143,19.299999999999997
2013-09-28,43.4,16.7,11.7,6,rain,14.2,2013,9,28,Autumn,14.2,43.4,13.450000000000001,62.699999999999996
2013-09-29,16.8,14.4,11.1,7.1,rain,12.75,2013,9,29,Autumn,12.75,16.8,13.092857142857143,66
2013-09-30,18.5,13.9,10,6.3,rain,11.95,2013,9,30,Autumn,11.95,18.5,12.857142857142858,81.69999999999999
2013-10-01,7.9,14.4,8.9,4.7,rain,11.65,2013,10,1,Autumn,11.65,7.9,12.535714285714286,89.6
2013-10-02,5.3,12.8,9.4,2.4,rain,11.100000000000001,2013,10,2,Autumn,11.100000000000001,5.3,12.299999999999999,92.89999999999999
2013-10-03,0.8,14.4,8.9,0.9,rain,11.65,2013,10,3,Autumn,11.65,0.8,12.221428571428572,93.69999999999999
2013-10-04,0,17.8,5.6,1.1,sun,11.7,2013,10,4,Autumn,11.7,0,12.142857142857142,92.69999999999999
2013-10-05,0,20,8.3,1.6,sun,14.15,2013,10,5,Autumn,14.15,0,12.135714285714286,49.3
2013-10-06,4.1,22.8,7.8,2.6,rain,15.3,2013,10,6,Autumn,15.3,4.1,12.5,36.599999999999994
2013-10-07,0.5,16.1,11.7,6.3,rain,13.9,2013,10,7,Autumn,13.9,0.5,12.778571428571428,18.599999999999994
2013-10-08,6.9,13.9,7.8,3,rain,10.85,2013,10,8,Autumn,10.85,6.9,12.664285714285715,17.599999999999994
2013-10-09,0,15,5.6,1.6,sun,10.3,2013,10,9,Autumn,10.3,0,12.55,12.299999999999995
2013-10-10,1,14.4,8.3,1.7,rain,11.350000000000001,2013,10,10,Autumn,11.350000000000001,1,12.507142857142856,12.499999999999995
2013-10-11,9.1,13.9,10.6,1,rain,12.25,2013,10,11,Autumn,12.25,9.1,12.585714285714287,21.599999999999994
2013-10-12,1,14.4,8.9,2.2,rain,11.65,2013,10,12,Autumn,11.65,1,12.22857142857143,22.599999999999994
2013-10-13,0,15,6.7,1.8,fog,10.85,2013,10,13,Autumn,10.85,0,11.592857142857143,18.499999999999996
2013-10-14,0,15.6,3.9,1.6,sun,9.75,2013,10,14,Autumn,9.75,0,11,17.999999999999996
2013-10-15,0,15.6,5,0.9,sun,10.3,2013,10,15,Autumn,10.3,0,10.921428571428573,11.099999999999994
2013-10-16,0,12.8,8.9,2.7,fog,10.850000000000001,2013,10,16,Autumn,10.850000000000001,0,11,11.099999999999994
2013-10-17,0,14.4,8.9,1.7,fog,11.65,2013,10,17,Autumn,11.65,0,11.042857142857143,10.099999999999994
2013-10-18,0,12.8,7.2,1.2,sun,10,2013,10,18,Autumn,10,0,10.721428571428572,0.9999999999999953
2013-10-19,0,10.6,7.8,1.4,sun,9.2,2013,10,19,Autumn,9.2,0,10.371428571428572,-4.6074255521944e-15
2013-10-20,0,10.6,7.8,2.4,sun,9.2,2013,10,20,Autumn,9.2,0,10.135714285714286,-4.6074255521944e-15
2013-10-21,0,11.7,8.3,2.5,sun,10,2013,10,21,Autumn,10,0,10.171428571428573,-4.6074255521944e-15
2013-10-22,0,14.4,7.2,1.9,sun,10.8,2013,10,22,Autumn,10.8,0,10.242857142857144,-4.6074255521944e-15
